HA mid,Dec,VIS band,PSF,Guide,VIS Centre,NIR Centre,VIS Min,VIS Max,VIS Throughput,NIR Min,NIR Max,NIR Throughput,Metric
1,-5,G,durham,0.72,0.5,1.05,0.915595825602295,0.9911465941088003,0.9656259855838084,0.9464603628999946,0.9971994790682748,0.9837054128950344,
2,-5,G,durham,0.71,0.51,1.04,0.8097640953724856,0.9888535072870032,0.9367067447530866,0.8829719545574852,0.9951315442200566,0.9584142694204852,
3,-5,G,durham,0.72,0.51,1.04,0.648046264681996,0.9753720438652914,0.870094358536275,0.7539305983851146,0.99029391071898,0.8954155091707398,
4,-5,G,durham,0.74,0.51,1.04,0.4412281992300693,0.9150425256630206,0.7486019348490365,0.5338843220672452,0.9736986089670668,0.7589930173021112,
0,0,G,durham,0.72,0.5,1.05,0.9136850910089676,0.9916750484585324,0.9654899476922508,0.9456165034543504,0.997349394761458,0.9836792981740072,
1,0,G,durham,0.67,0.51,1.05,0.8716106245215571,0.99409631006267,0.9601038083415564,0.922774530334178,0.994719772280918,0.9750304315786288,
2,0,G,durham,0.71,0.51,1.04,0.7765653605376054,0.9875431848652442,0.9238777046167084,0.8567272292202565,0.9944783235732936,0.9469888430875804,
3,0,G,durham,0.73,0.51,1.04,0.6223145872364955,0.9705166023051768,0.85485794007724,0.7232780383914288,0.989962229334588,0.8796609048305515,
4,0,G,durham,0.67,0.51,1.03,0.3854606153743898,0.9271419458804302,0.7239627335311216,0.4760486100922668,0.9318683613328818,0.700291697750332,
0,5,G,durham,0.67,0.51,1.05,0.8633678579275854,0.994392614670228,0.9575335529166092,0.9160979463605065,0.9950264530451478,0.9741018094347312,
1,5,G,durham,0.71,0.51,1.04,0.8233982983390611,0.9912225535845816,0.9437252810874424,0.8960725758376898,0.9962314195998392,0.9674270247950416,
2,5,G,durham,0.71,0.51,1.04,0.7319644354118394,0.9859119008415064,0.9073012611710012,0.8238696010324159,0.9937118106566928,0.9319813067103196,
3,5,G,durham,0.74,0.51,1.04,0.5872520519572368,0.9626593677415896,0.834174545001471,0.686213825611435,0.9892046466025792,0.857850333611736,
4,5,G,durham,0.71,0.51,1.03,0.341962784261863,0.875332558121035,0.6709997303604743,0.4146157024565293,0.9385274018161897,0.666556975223764,
0,10,G,durham,0.71,0.51,1.04,0.8060635168374259,0.9917722172961592,0.9382002238749014,0.8820571152463893,0.9964638288279348,0.9643749450371184,
1,10,G,durham,0.71,0.51,1.04,0.7820838598857329,0.9902274269957791,0.927677784429575,0.8611773472263697,0.9957039961786888,0.9525587831475616,
2,10,G,durham,0.72,0.51,1.04,0.6726891218577199,0.9826154108618276,0.8838585961616174,0.7782605953764323,0.99335113691109,0.9132000050872348,
3,10,G,durham,0.75,0.51,1.04,0.547972131542666,0.9528648285647088,0.8117238563898225,0.6456221239416491,0.9881846692074254,0.8295240820154203,
4,10,G,durham,0.71,0.51,1.03,0.2931601622989043,0.8293479623502045,0.6161133459315433,0.3593827760596463,0.9132126754893256,0.6162703026546188,
0,15,G,durham,0.71,0.51,1.04,0.7664263239223611,0.9907435521580544,0.9213341746035858,0.8469972933405145,0.9958497803192046,0.9449470603569408,
1,15,G,durham,0.72,0.51,1.04,0.7264932215806227,0.9882331974889348,0.9061197215017656,0.817699716718316,0.9954991653654466,0.933740577197362,
2,15,G,durham,0.74,0.51,1.04,0.6185717512624744,0.978243222913447,0.8582256835997693,0.7254468812838316,0.993794569099432,0.8911176352964338,
3,15,G,durham,0.76,0.51,1.04,0.4855957470236458,0.9416356742762436,0.78005721871778,0.5730751283652877,0.9869122520393276,0.7923487314189436,
4,15,G,durham,0.8,0.52,1.03,0.2027198714294767,0.7096261338873914,0.5494480350479368,0.2588699405739249,0.9505809367155688,0.5640967101695419,
0,20,G,durham,0.67,0.51,1.05,0.6926748386714204,0.9917828715220472,0.8951789620371504,0.7779828707858039,0.9923974199418168,0.9226026737222428,
1,20,G,durham,0.68,0.51,1.05,0.6483243294896737,0.9891843510109852,0.8776356406946919,0.74477768881546,0.991593057651974,0.9085161317698462,
2,20,G,durham,0.71,0.51,1.05,0.5907203786443349,0.9776390989593096,0.8418571830235896,0.6740875677003734,0.9891137160906286,0.862844123029602,
3,20,G,durham,0.77,0.51,1.04,0.399627729390557,0.9182422240626515,0.7279527764554993,0.4871110876430576,0.9840080706706936,0.7429404583349709,
4,20,G,durham,0.83,0.52,1.03,0.1745808862271431,0.5789871331148836,0.4649882454597346,0.1657097603397371,0.9434263111633152,0.4933601871258457,
0,-80,R,durham,0.81,0.67,1.04,0.7820520658221942,0.9978465326823934,0.9355663879912796,0.6781056494401118,0.9978452291874224,0.8556400149977459,
1,-80,R,durham,0.82,0.67,1.04,0.7761048649552036,0.9977289107190204,0.9336203957284022,0.6714666530939344,0.9980901931740864,0.8522321146863442,
2,-80,R,durham,0.85,0.67,1.04,0.7582167958821738,0.9966257840931126,0.9274552025775248,0.6486510531235703,0.9986537848477356,0.8412031040747963,
3,-80,R,durham,0.86,0.67,1.04,0.728797777114896,0.9959179672389452,0.9176129726131832,0.6053028839697463,0.9986649114575722,0.8199750652227585,
4,-80,R,durham,0.81,0.67,1.05,0.6883718772833044,0.9968826510632504,0.9046394604926226,0.5414950505541917,0.996729661674323,0.7957981663210765,
0,-75,R,durham,0.81,0.67,1.04,0.8038470392231883,0.998126032997708,0.9456048848797124,0.6982973824229155,0.9980508978239426,0.8913295816345476,
1,-75,R,durham,0.81,0.67,1.04,0.796154658480952,0.9980389835682808,0.943306046440793,0.687232141946064,0.997994735216737,0.8871690472393778,
2,-75,R,durham,0.81,0.67,1.04,0.7982737650368934,0.9979012931297396,0.942058227830384,0.6946726673981807,0.9978848629392988,0.8765172743943095,
3,-75,R,durham,0.81,0.67,1.04,0.7805645467352071,0.9976714223173856,0.9351124455002724,0.6773069704588094,0.9976406590606712,0.8537635400596602,
4,-75,R,durham,0.85,0.67,1.04,0.7258060299889888,0.9957692047455587,0.9164819127099328,0.598308408460192,0.9982561480469264,0.8162199580189187,
0,-70,R,durham,0.8,0.67,1.04,0.8578318537023261,0.9986108952837492,0.961269190585783,0.7785801899021064,0.9982205967521688,0.9238000565787232,
1,-70,R,durham,0.8,0.67,1.04,0.8499352627657711,0.9985628459671994,0.958940331547485,0.7656812594629937,0.9981804813196856,0.919306564237856,
2,-70,R,durham,0.81,0.67,1.04,0.8234396090907433,0.998109847663994,0.9513626408675148,0.7273246597878478,0.9980520043605756,0.9041620591647624,
3,-70,R,durham,0.81,0.67,1.04,0.7991896521723021,0.9977366618786548,0.9423738551338864,0.6932411311961054,0.9977342637325236,0.8777520502706498,
4,-70,R,durham,0.82,0.67,1.04,0.7560916962011751,0.996734818606514,0.9270103132313504,0.6409357266012838,0.9973961530288866,0.8362803829048638,
0,-65,R,durham,0.84,0.66,1.04,0.914768323602083,0.9979772811099896,0.970172572412883,0.8398671951797111,0.9991020242269938,0.9472125636565542,
1,-65,R,durham,0.84,0.66,1.04,0.9074998831214252,0.9978302315958058,0.9678303517667616,0.8262784584184518,0.9990616842119676,0.9428994689515215,
2,-65,R,durham,0.81,0.67,1.04,0.8624886078219406,0.9983441957277984,0.9624261121510576,0.7859717934805672,0.9983553831881692,0.9269917062323628,
3,-65,R,durham,0.81,0.67,1.04,0.8116591922585709,0.9977818327729692,0.9479028465893806,0.7108292175555101,0.9977180556251536,0.8959048291621491,
4,-65,R,durham,0.81,0.67,1.04,0.7771123828284487,0.9969991892821156,0.9339506348721096,0.6732032072618137,0.996959768449227,0.8513630526812458,
0,-60,R,durham,0.89,0.66,1.03,0.934618241057467,0.9976005911608002,0.9779850330656192,0.8817833003292247,0.999679863423894,0.9654414310604006,
1,-60,R,durham,0.91,0.66,1.03,0.928742501276116,0.9971551572109488,0.9753917047368644,0.8716957250824586,0.9997827730194891,0.9602068217455564,
2,-60,R,durham,0.84,0.66,1.04,0.9096619788502066,0.997690275753494,0.9686269220247484,0.8311979966827697,0.9989811460204208,0.944271526492532,
3,-60,R,durham,0.81,0.67,1.04,0.8390908192476678,0.9978979548810464,0.9558395959837735,0.7524449969746165,0.99793183187104,0.9126428174740734,
4,-60,R,durham,0.81,0.67,1.04,0.7858507026676317,0.9967474271113212,0.937055729500584,0.6791584529268471,0.9967786745756724,0.8617547442706327,
0,-55,R,durham,0.86,0.66,1.03,0.954763201820284,0.9982301111790672,0.9848134274858796,0.9194515570593134,0.9995197767003696,0.9764037762229348,
1,-55,R,durham,0.87,0.66,1.03,0.9473133627009774,0.9979514584500158,0.9823170570764296,0.9055933905352802,0.9995598023143965,0.9725068534982328,
2,-55,R,durham,0.84,0.66,1.04,0.9268988463386368,0.9979116399220628,0.9750469597379666,0.8612797071823588,0.999044159166841,0.9577238350596048,
3,-55,R,durham,0.81,0.67,1.04,0.8595559657157588,0.9980141829793522,0.961713869688274,0.7843028819254321,0.997988068906975,0.924901872215356,
4,-55,R,durham,0.81,0.67,1.04,0.7932470614909974,0.9966146466502344,0.9395943327744358,0.6872464932428479,0.996584276133914,0.869221473988724,
0,-50,R,durham,0.86,0.66,1.03,0.9689586721099038,0.998372784226157,0.9895946081060406,0.9459277348005726,0.9995957304715676,0.9844101513889976,
1,-50,R,durham,0.86,0.66,1.03,0.9620170869200138,0.9982334519461948,0.9872672941939938,0.933472933941264,0.9995397897947514,0.9805843989390912,
2,-50,R,durham,0.89,0.66,1.03,0.938427465830356,0.9972574947028432,0.9790866945044192,0.8903667375409996,0.9996666769285244,0.9669447156792352,
3,-50,R,durham,0.84,0.66,1.04,0.8946493435752375,0.9969362653515323,0.963684173333542,0.807655535672882,0.9986381342457789,0.9346323048822563,
4,-50,R,durham,0.81,0.67,1.04,0.7972945181493494,0.9964534755162756,0.941095307424305,0.692537089066594,0.9964033487453152,0.8738122625562695,
0,-45,R,durham,0.8,0.66,1.04,0.9806484598937318,0.9991406021048136,0.9938025715772278,0.9646553749287974,0.9990858788725844,0.990608362370802,
1,-45,R,durham,0.86,0.66,1.03,0.972554189171884,0.9984162201170764,0.9908643743263696,0.9536139586014089,0.9995662738748357,0.9866273077293864,
2,-45,R,durham,0.88,0.66,1.03,0.9480705520195384,0.9975669261947986,0.9826911340969332,0.9097872242420768,0.9995837808691608,0.973574804830506,
3,-45,R,durham,0.84,0.66,1.04,0.9032371652500047,0.9969493750883528,0.9667954435587692,0.8230310321599029,0.9986710552047072,0.9408924747209036,
4,-45,R,durham,0.81,0.67,1.04,0.8006125900400841,0.996232129519762,0.942097176333254,0.6980597946010826,0.9961105680336362,0.8756435603609161,
0,-40,R,durham,0.8,0.66,1.05,0.9880690846516218,0.9992196649460826,0.996216397205734,0.9799201679838824,0.9991280195716404,0.9944304057400948,
1,-40,R,durham,0.8,0.66,1.04,0.9811837274738704,0.9990874433411046,0.9939999457036286,0.9670695148222658,0.999023999696362,0.9906537274535608,
2,-40,R,durham,0.87,0.66,1.03,0.9556266490454558,0.9978305412500534,0.9852842284752984,0.9239202777023562,0.9995237634612296,0.977610024311128,
3,-40,R,durham,0.84,0.66,1.04,0.9080172195055786,0.996933381553769,0.9686540525167016,0.8323173683872779,0.9986650660521188,0.9446165199137724,
4,-40,R,durham,0.81,0.67,1.04,0.7999912861038261,0.9958254201099804,0.94175290182896,0.6987334645604076,0.995846989827242,0.8745611442101496,
0,-35,R,durham,0.83,0.65,1.07,0.9935576583966114,0.9989393945592344,0.9974534925441422,0.9903698954381156,0.9994224749911232,0.9972039036151144,
1,-35,R,durham,0.83,0.66,1.04,0.9855873728621508,0.9988817018660536,0.9953694797160028,0.9774585010488256,0.9993995789951508,0.9936978447077776,
2,-35,R,durham,0.88,0.66,1.03,0.959571369044539,0.997698496927082,0.9866802330737218,0.9328418137184712,0.9996091079528084,0.9802988397951568,
3,-35,R,durham,0.84,0.66,1.04,0.9100714070952516,0.9968713174176688,0.9695093055878572,0.8370573691206671,0.9986314754061186,0.9461363076289968,
4,-35,R,durham,0.81,0.67,1.04,0.7946146171638679,0.9954445635602016,0.940002048928508,0.6922126752662655,0.995468427673012,0.8704547458541271,
0,-30,R,durham,0.85,0.65,1.21,0.9954319371154784,0.9991329074105906,0.9983667944947712,0.9959689813156438,0.9994485879344588,0.9986847497878052,
1,-30,R,durham,0.82,0.66,1.05,0.988416701827334,0.999025732302344,0.996362911832517,0.9826326129132644,0.9992795065188356,0.9950639240380218,
2,-30,R,durham,0.88,0.66,1.03,0.9616953537429864,0.9977202277033834,0.987387049782048,0.9369357947128092,0.9996111852721528,0.981483664320454,
3,-30,R,durham,0.84,0.66,1.04,0.9089757244676424,0.99674819806818,0.9692357147615784,0.8358277298140199,0.9985087635832182,0.9455890347715298,
4,-30,R,durham,0.82,0.67,1.04,0.7863744631038487,0.9942708725029848,0.9368239595797409,0.6828623192010742,0.995451701191373,0.8642080725880006,
0,-25,R,durham,0.88,0.68,1.2,0.9958441820504396,0.9997680799355916,0.9985121618591712,0.9987887928091628,0.9999999992643516,0.9993088853051708,
1,-25,R,durham,0.84,0.65,1.05,0.990442054038586,0.9986685087666294,0.9962054757926168,0.9843863685437078,0.999464130048128,0.9956199742798716,
2,-25,R,durham,0.89,0.66,1.03,0.9609400998042206,0.9975471671490784,0.9871571044436556,0.9361416888756596,0.9996771577481328,0.9814232770179382,
3,-25,R,durham,0.84,0.66,1.04,0.9052076090501082,0.9965599246000674,0.9679194916327826,0.8300306320107322,0.9984400231040708,0.942747669807642,
4,-25,R,durham,0.82,0.67,1.04,0.7754097252312026,0.9935314605405112,0.9328575198002468,0.6709992023549985,0.9948184195931014,0.8541720838272112,
0,-20,R,durham,0.86,0.64,1.28,0.9956379446707936,0.9991348605012276,0.9983418518761316,0.996227352587124,0.9994781350383416,0.9988140382276696,
1,-20,R,durham,0.82,0.66,1.05,0.9879462989193588,0.9990160535889708,0.9962425218313968,0.981918893913068,0.9992872964389976,0.9948399787650964,
2,-20,R,durham,0.89,0.66,1.03,0.9578031495914816,0.9974159553456324,0.9862010155589036,0.9312473940241844,0.9996751926172812,0.9798130483240178,
3,-20,R,durham,0.84,0.66,1.04,0.8977584098045962,0.9962796901860946,0.9654579268111192,0.8189731247941774,0.9983171946498828,0.9375806991107924,
4,-20,R,durham,0.82,0.67,1.04,0.7588864258900164,0.992537544728056,0.9270461017949996,0.6523255419874785,0.993847466507246,0.8403245890932489,
0,-15,R,durham,0.82,0.65,1.09,0.9939406053608286,0.9990848688421058,0.9977356527415574,0.990832203038425,0.9993196082635654,0.9973515676244512,
1,-15,R,durham,0.8,0.66,1.05,0.9849796453047808,0.9991386650864894,0.995376051035604,0.975005956969387,0.9990228311511165,0.9929320604712722,
2,-15,R,durham,0.89,0.66,1.03,0.952561235750141,0.997274743450798,0.9843680242870516,0.921699576623847,0.9996438253581608,0.9767482785821722,
3,-15,R,durham,0.84,0.66,1.04,0.8872671211919567,0.9958327556518024,0.961657787460116,0.8016320027506112,0.9981691437733003,0.9298143707751292,
4,-15,R,durham,0.82,0.67,1.04,0.7357367877023337,0.9911506509205588,0.9190432520737006,0.6241958437382588,0.992868747428312,0.8221745956280744,
0,-10,R,durham,0.82,0.66,1.05,0.988265377624552,0.9990709594852883,0.9963056597271523,0.9812858604916168,0.9993140006139044,0.994950065279246,
1,-10,R,durham,0.8,0.66,1.04,0.9795965546929782,0.9990780617455652,0.9935895545378184,0.965283225731036,0.9989849903186154,0.9897051732618464,
2,-10,R,durham,0.9,0.66,1.03,0.944391046254924,0.996913487430036,0.9815479653257888,0.9070187484905952,0.999686966960989,0.9717342526372956,
3,-10,R,durham,0.84,0.66,1.04,0.872181306728941,0.99535947727604,0.956356943261512,0.7775692824281111,0.9979309830356468,0.9188696984933568,
4,-10,R,durham,0.82,0.67,1.04,0.7072577460888274,0.9894839728886076,0.908916711059621,0.5827136836021488,0.9916049709896916,0.7991374229461293,
0,-5,R,durham,0.81,0.66,1.04,0.9812761462401236,0.99910977559781,0.9940997130893012,0.9683868988552798,0.9992210278768102,0.9911494657236992,
1,-5,R,durham,0.82,0.66,1.04,0.970933382123364,0.9987869737934024,0.9906952973536252,0.9485453855211678,0.9991591864103868,0.985507721084878,
2,-5,R,durham,0.84,0.66,1.04,0.9354768334919216,0.9976295297617428,0.9786874762519971,0.8824740114153068,0.9989716513326352,0.9642533458877922,
3,-5,R,durham,0.81,0.67,1.04,0.8348563931776347,0.9966562638589974,0.9540240288240502,0.7528630063251016,0.9965914796595048,0.9042797106969072,
4,-5,R,durham,0.81,0.67,1.04,0.6684516351539658,0.9881172522098368,0.8951639007389304,0.5317748903395775,0.988279763098316,0.7689270445487785,
0,0,R,durham,0.83,0.66,1.04,0.970556935914892,0.998736922186171,0.9904239997309022,0.9479791792281724,0.9992956353923796,0.985329752852664,
1,0,R,durham,0.89,0.66,1.03,0.9579038850023012,0.9977819197299972,0.9860915066358636,0.9290057865547524,0.9997038404651696,0.9793227054032942,
2,0,R,durham,0.84,0.66,1.04,0.921152608658954,0.9973757601928896,0.9735199488788788,0.8560715910924743,0.9988065959578378,0.9537852285592,
3,0,R,durham,0.81,0.67,1.04,0.8157842272407497,0.9960657843154958,0.94738674774632,0.7237271927309791,0.996117615615054,0.8875587169240161,
4,0,R,durham,0.81,0.67,1.04,0.6186896939807282,0.9844668088998012,0.8753385646964083,0.475369889859647,0.9845453182892844,0.7324477832632568,
0,5,R,durham,0.88,0.66,1.03,0.955870478578676,0.9980152611699112,0.9853271269011984,0.9221428090490048,0.999679863423894,0.9775114031722212,
1,5,R,durham,0.9,0.66,1.03,0.9422056328870504,0.997367199769427,0.9808247484679528,0.8993535613827861,0.9997078776353192,0.9707033836001876,
2,5,R,durham,0.84,0.66,1.04,0.9015620673368758,0.9969162518040474,0.9665178619324094,0.8226858972293575,0.9986612577467988,0.9396851698513918,
3,5,R,durham,0.81,0.67,1.04,0.7883672113069364,0.9952693048356426,0.9381529431199568,0.686677563464085,0.995180690002602,0.8650404627700533,
4,5,R,durham,0.81,0.67,1.04,0.5584718960444008,0.9789710369551108,0.8489235504978049,0.4104701713431048,0.9789230110272958,0.6883416669331415,
0,10,R,durham,0.92,0.66,1.03,0.9361342147132722,0.9972478724288536,0.9786407898158184,0.8879295122445163,0.999807924715338,0.9670731225721244,
1,10,R,durham,0.85,0.66,1.04,0.9251166437448536,0.9977858031283504,0.974802256504435,0.8607859775402296,0.9992242994680092,0.957347448741784,
2,10,R,durham,0.84,0.66,1.04,0.8749982133246402,0.9964737058772885,0.9570942300972104,0.776461348397689,0.9983874480842312,0.921210327214548,
3,10,R,durham,0.81,0.67,1.04,0.7539934480785583,0.99419192115686,0.9265545541889744,0.6487887030625443,0.9942105597482104,0.8360797485298419,
4,10,R,durham,0.76,0.67,1.03,0.4865095774695122,0.9847330630037454,0.8201561732765086,0.340745505351244,0.9486173428117544,0.6224196320145575,
0,15,R,durham,0.85,0.66,1.04,0.9168666656299456,0.9978473396033026,0.971404075881994,0.8469594469909946,0.9992152724230732,0.9492950427137736,
1,15,R,durham,0.85,0.66,1.04,0.9002173685724929,0.9974193413963516,0.9657220711073112,0.8171979016510966,0.9990536080317248,0.9387035352817398,
2,15,R,durham,0.8,0.67,1.04,0.8184071840111083,0.9975630498630984,0.9495636883867098,0.7254021220151871,0.996949711944204,0.895565031327354,
3,15,R,durham,0.81,0.67,1.04,0.7046309244705243,0.9927302716241856,0.9098291913839944,0.5752716815116738,0.9927641348051024,0.797879309841647,
4,15,R,durham,0.79,0.67,1.03,0.4069070891548972,0.9627669375449418,0.7688081667522854,0.2597950007691907,0.9448944600565607,0.5639801485046326,
0,20,R,durham,0.85,0.66,1.04,0.884335830000319,0.9975508566901284,0.9601450873982555,0.7863679258376491,0.9991020242269938,0.9276437839062212,
1,20,R,durham,0.85,0.66,1.04,0.8647577426038418,0.996863175267856,0.9531241744575968,0.7536078550230103,0.9988595299605908,0.9144278260301172,
2,20,R,durham,0.8,0.67,1.04,0.788713399107115,0.9970111075082432,0.938917244727121,0.6858724888717277,0.9962127859014124,0.8658676421422666,
3,20,R,durham,0.79,0.67,1.04,0.6357264911856311,0.9920437382845562,0.8854393937092842,0.4862607741739361,0.9873663800060192,0.7451312290235058,
4,20,R,durham,0.75,0.67,1.02,0.3104987240290175,0.9665870053930151,0.7113973370496501,0.1863881519021203,0.8645230343295897,0.4864967587495689,
