HA mid,Dec,VIS band,PSF,Guide,VIS Centre,NIR Centre,VIS Min,VIS Max,VIS Throughput,NIR Min,NIR Max,NIR Throughput,Metric
4,-60,G,moffat,0.72,0.51,1.04,0.6296990203124514,0.9832446110615,0.8647176462592293,0.7585058773557396,0.9933034372154652,0.8922293159831768,
0,-55,G,moffat,0.68,0.51,1.04,0.8851092552136807,0.994923337281608,0.9629489631043024,0.9334707506747856,0.996057560512432,0.9697096783075396,
1,-55,G,moffat,0.68,0.51,1.04,0.8700693105029186,0.994603207014461,0.9579511961292267,0.9233861463559752,0.9957951513013392,0.9658541912057884,
2,-55,G,moffat,0.68,0.51,1.04,0.8246308034573236,0.9935134374583764,0.942403627495794,0.8936564171817374,0.9949400850979754,0.9532125675220192,
3,-55,G,moffat,0.7,0.51,1.04,0.7477797034449536,0.9898778576457984,0.9136892617917294,0.8429301113334828,0.9943955951768332,0.9313358431284976,
4,-55,G,moffat,0.72,0.51,1.04,0.6437107636935954,0.9823051935125212,0.8697949734335122,0.7688910498031089,0.9929294573264664,0.8964779749471936,
0,-50,G,moffat,0.67,0.51,1.05,0.9184324932609288,0.9956307938361092,0.9738729299788348,0.9522591479783248,0.9958317126225918,0.9782432180961816,
1,-50,G,moffat,0.7,0.51,1.04,0.9007107482880398,0.9941962787438176,0.967591667484116,0.94405460742904,0.9967945999317668,0.9749504022799048,
2,-50,G,moffat,0.68,0.51,1.04,0.8524661728034159,0.9937768681812792,0.9518340833904164,0.9120469717958078,0.9951370263153464,0.9607659234838102,
3,-50,G,moffat,0.7,0.51,1.04,0.7682407273062828,0.9898804557236502,0.921027105923756,0.8571555315331795,0.9943952111777375,0.9372680386027034,
4,-50,G,moffat,0.72,0.51,1.04,0.6530612188880511,0.981150484655764,0.8728378357161337,0.7758082117137862,0.99247231104318,0.8989553610480596,
0,-45,G,moffat,0.71,0.5,1.05,0.9495555596260112,0.9936945368021288,0.978833909675391,0.9700622022680068,0.997416969405881,0.9860512264389066,
1,-45,G,moffat,0.67,0.51,1.05,0.9273509787887207,0.9955650752233274,0.9766678100814372,0.9578917544728628,0.9957420814764596,0.9803752140601016,
2,-45,G,moffat,0.69,0.51,1.04,0.8736446577128069,0.9935107641058244,0.9586525740449529,0.926460367526269,0.9957374313522126,0.9670292453351966,
3,-45,G,moffat,0.7,0.51,1.04,0.7832360530761748,0.9897767269945492,0.9262844574462384,0.8675940210464739,0.9943370211314804,0.9414364103090151,
4,-45,G,moffat,0.73,0.51,1.04,0.6574814259084284,0.9786604820889098,0.8731598753614477,0.7793601619691506,0.9927302719197638,0.9005531339128358,
0,-40,G,moffat,0.68,0.5,1.08,0.9702011094993236,0.9950910567491672,0.9868306244759174,0.980643212046652,0.9964561288711352,0.9899699451336652,
1,-40,G,moffat,0.72,0.5,1.05,0.9519118920143288,0.9931371200809128,0.979120055300044,0.9710448313720318,0.997566156525751,0.9868597093889584,
